Sentence,Emotion,Tokenized_Sentence
đúng kiểu đến mùa động dục . khác gì động vật bậc thấp không,Disgust,"['đúng', 'kiểu', 'mùa', 'động dục', 'khác', 'gì', 'động vật', 'bậc', 'thấp', 'không']"
"cười đấy , sau lưng nó đâm con mẹ nó dao vô hình cho chết mà vẫn sống nhăn răng luôn .",Fear,"['cười', 'đấy', 'sau', 'lưng', 'nó', 'đâm', 'con', 'mẹ', 'nó', 'dao', 'vô hình', 'chết', 'vẫn', 'sống nhăn', 'răng', 'luôn']"
"toan cao lại nữa , tao dg suy nghĩ có nên đi bằng grap về không",Other,"['toan', 'cao', 'tao', 'dg', 'suy nghĩ', 'bằng', 'grap', 'về', 'không']"
bày đặt viết trên cát khắc luôn vào đá cho tạt thoải mái,Enjoyment,"['bày', 'đặt', 'viết', 'trên', 'cát', 'khắc', 'luôn', 'vào', 'đá', 'tạt', 'thoải mái']"
"bài nhạc đầu tiên là nhạc phim gì nhỉ ? mình quên tên phim rồi , xin hỏi có ai biết không ạ",Other,"['bài', 'nhạc', 'đầu tiên', 'nhạc', 'phim', 'gì', 'nhỉ', '?', 'mình', 'quên', 'tên', 'phim', 'xin', 'hỏi', 'ai', 'biết', 'không', 'ạ']"
hn đéo có đâu nhé . dăm ba cái thứ y đg vớ vẩn cười,Disgust,"['hn', 'đéo', 'đâu', 'nhé', 'dăm ba', 'cái', 'thứ', 'y đg', 'vớ', 'vẩn', 'cười']"
"các cháu thật tốt , hãy thương yêu mọi người và cả loài vật nhé , may mắn và niềm vui sẽ đến với các cháu .",Enjoyment,"['cháu', 'tốt', 'hãy', 'thương yêu', 'mọi', 'người', 'cả', 'loài', 'vật', 'nhé', 'may mắn', 'niềm', 'vui', 'cháu']"
cảm động vleu haha,Enjoyment,"['cảm động', 'vleu', 'haha']"
"cảm thấy thay được thì thay , giáo viên bây giờ thừa nhiều mà",Anger,"['cảm thấy', 'thay', 'thay', 'giáo viên', 'bây giờ', 'thừa', 'nhiều']"
nghe mãi mà vẫn thấy hay,Enjoyment,"['nghe', 'mãi', 'vẫn', 'thấy', 'hay']"
mèo nhà tao cũng từng đi lạc vì bị chó rượt tưởng mất rồi . sau mấy tháng thấy nó trở về nhà mừng vãi cười_nhe_răng,Enjoyment,"['mèo', 'nhà', 'tao', 'cũng', 'từng', 'đi lạc', 'chó', 'rượt', 'tưởng', 'mất', 'sau', 'mấy', 'tháng', 'thấy', 'nó', 'trở', 'về', 'nhà', 'mừng vãi', 'cười_nhe_răng']"
vẫn xinh đẹp dịu dàng trong mắt tao cười_chảy_nước_mắt,Enjoyment,"['vẫn', 'xinh đẹp', 'dịu dàng', 'mắt', 'tao', 'cười_chảy_nước_mắt']"
thấy per hất môg thằg đó bay hài lòng dễ sợ,Enjoyment,"['thấy', 'per', 'hất', 'môg', 'thằg', 'bay', 'hài lòng', 'dễ', 'sợ']"
"anh sau đó , không còn là anh nữa .",Sadness,"['anh', 'sau', 'không', 'còn', 'anh']"
cả đời mình chỉ ước có 50 tr trả nợ ngân hàng cái xe để chạy kiếm ăn . buồn_nhưng_nhẹ_nhõm,Sadness,"['cả', 'đời', 'mình', 'chỉ', 'ước', '50', 'tr', 'trả', 'nợ', 'ngân hàng', 'cái', 'xe', 'để', 'chạy', 'kiếm ăn', 'buồn_nhưng_nhẹ_nhõm']"
cố gắng chứ từ bỏ con cặc gì,Disgust,"['cố gắng', 'chứ', 'từ bỏ', 'con', 'cặc', 'gì']"
ký ức 1 thời . nhớ,Enjoyment,"['ký ức', '1', 'thời', 'nhớ']"
gia tộc bất hạnh đùa ậy,Disgust,"['gia tộc', 'bất hạnh', 'đùa', 'ậy']"
vì lợi nhuận con người ta có thể độc ác với nhau như vậy sao ?,Disgust,"['lợi nhuận', 'con người', 'ta', 'có thể', 'độc ác', 'nhau', 'như vậy', 'sao', '?']"
thương anh bạn kia quá .,Enjoyment,"['thương', 'anh', 'bạn']"
nhìn muốn tè ra quần rồi,Fear,"['nhìn', 'muốn', 'tè', 'quần']"
nhìn dơ vãi dume đùa,Disgust,"['nhìn', 'dơ vãi', 'dume', 'đùa']"
tao cũng ăn hại nhưng chưa bao giờ ăn hại đến nỗi phí phạm thế,Disgust,"['tao', 'cũng', 'ăn hại', 'nhưng', 'chưa', 'bao giờ', 'ăn hại', 'đến nỗi', 'phí phạm', 'thế']"
sao mày không ngủ với mẹ mày luôn,Other,"['sao', 'mày', 'không', 'ngủ', 'mẹ', 'mày', 'luôn']"
phần này dù xem lại 10 lần vẫn bật khóc tình cha thật phi thường,Sadness,"['phần', 'dù', 'xem lại', '10', 'lần', 'vẫn', 'bật', 'khóc', 'tình cha', 'phi thường']"
ăn xong mất hứng đéo nói nữa,Anger,"['ăn', 'xong', 'mất', 'hứng đéo', 'nói']"
"chả có gì hay ho , vô bổ",Disgust,"['chả', 'gì', 'hay', 'ho', 'vô bổ']"
nhìn giống hai anh đang tỉnh tò với nhau ghê mình là hủ đừng ném đá nha cười_ngượng_ngùng,Enjoyment,"['nhìn', 'giống', 'hai', 'anh', 'tỉnh', 'tò', 'nhau', 'ghê', 'mình', 'hủ', 'đừng', 'ném', 'đá', 'nha', 'cười_ngượng_ngùng']"
buồn nhỉ ngủ,Sadness,"['buồn', 'nhỉ', 'ngủ']"
toàn lũ thất đức,Disgust,"['toàn', 'lũ', 'thất đức']"
per thế đéo nào mình chơi với toàn gái mà tính vẫn giống con trai . _ .,Sadness,"['per', 'thế đéo', 'nào', 'mình', 'chơi', 'toàn', 'gái', 'tính', 'vẫn', 'giống', 'con', 'trai']"
cuộc sống của mình đừng hỏi ý kiến người khác,Other,"['cuộc sống', 'mình', 'đừng', 'hỏi', 'ý kiến', 'người', 'khác']"
mấy thằng mặt địt . chim chưa mọc đủ lông mà lông đã ăn vào tận não chúng mày rồi . địt_mẹ chúng mày,Anger,"['mấy', 'thằng', 'mặt', 'địt', 'chim', 'chưa', 'mọc', 'đủ', 'lông', 'lông', 'ăn', 'vào', 'tận', 'não', 'chúng mày', 'địt_mẹ', 'chúng mày']"
bà về nơi phương xa mất rồi . nhưng với tớ bà là người dễ thương nhất trên đời . chỉ muốn ngả vào lòng ngoại nghe kể về những câu chuyện cổ hôn,Sadness,"['bà', 'về', 'nơi', 'phương', 'xa', 'mất', 'nhưng', 'tớ', 'bà', 'người', 'dễ thương', 'nhất', 'trên', 'đời', 'chỉ', 'muốn', 'ngả', 'vào', 'lòng', 'ngoại nghe', 'kể', 'về', 'câu chuyện', 'cổ hôn']"
"vui vẻ chút , lạc quan chút cho đời thêm vui cũng là một cách cười_chảy_nước_mắt",Enjoyment,"['vui vẻ', 'chút', 'lạc quan', 'chút', 'đời', 'thêm', 'vui', 'cũng', 'một cách', 'cười_chảy_nước_mắt']"
hài vãi cười,Enjoyment,"['hài vãi', 'cười']"
còn gì đau đớn hơn cảnh này buồn,Sadness,"['còn', 'gì', 'đau đớn', 'hơn', 'cảnh', 'buồn']"
"yep . chính tao . đi vệ sinh thôi cũng phải đảo qua , mà giờ thì người ta sắp đi lấy chồng rồi",Sadness,"['yep', 'chính', 'tao', 'vệ sinh', 'cũng', 'phải', 'đảo', 'qua', 'giờ', 'người', 'ta', 'sắp', 'lấy', 'chồng']"
còn mình nhìn như thằng ngu,Sadness,"['còn', 'mình', 'nhìn', 'thằng', 'ngu']"
thay đổi văn hóa tí đi . đường là tài sản chung của mọi người dân . và mọi người dân được phép làm những gì pháp luật không cấm .,Other,"['thay đổi', 'văn hóa', 'tí', 'đường', 'tài sản', 'chung', 'mọi', 'người dân', 'mọi', 'người dân', 'phép', 'làm', 'gì', 'pháp luật', 'không', 'cấm']"
ai thấy pha cuối phê vãi không,Enjoyment,"['ai', 'thấy', 'pha', 'cuối', 'phê vãi', 'không']"
tội em gái đó,Sadness,"['tội', 'em gái']"
đứa nào nhây hơn đứa đấy thắng,Other,"['đứa', 'nào', 'nhây', 'hơn', 'đứa', 'đấy', 'thắng']"
hahah thú vị ghê hen,Enjoyment,"['hahah', 'thú vị', 'ghê hen']"
ngã nhìn cũng thấy yêu cười_lăn_lộn_trên_sàn,Enjoyment,"['ngã', 'nhìn', 'cũng', 'thấy', 'yêu', 'cười_lăn_lộn_trên_sàn']"
hồi bé tôi cũng bị chửi cả ngày từ sáng chí tối ! nhưng không phải bố tôi mà là bà nội tôi !,Sadness,"['hồi', 'bé', 'tôi', 'cũng', 'chửi', 'cả', 'ngày', 'từ', 'sáng', 'chí tối', '!', 'nhưng', 'không', 'phải', 'bố', 'tôi', 'bà', 'nội', 'tôi', '!']"
cung quá ak,Enjoyment,"['cung', 'ak']"
mày xinh ghê vậy cười_lớn,Enjoyment,"['mày', 'xinh ghê', 'cười_lớn']"
"thương các bác quá , vất vả 10 năm trời mà bị như vậy khóc_nức_nở",Sadness,"['thương', 'bác', 'vất vả', '10', 'năm', 'trời', 'như vậy', 'khóc_nức_nở']"
hên là đụng nhầm người chứ đụng trúng cái là rụng trứng cả bày cả lũ,Enjoyment,"['hên', 'đụng', 'nhầm', 'người', 'chứ', 'đụng', 'trúng', 'cái', 'rụng', 'trứng', 'cả', 'bày', 'cả', 'lũ']"
đau ghê,Sadness,"['đau', 'ghê']"
khúc mắc cười đoạn nào vậy vô_cảm,Disgust,"['khúc', 'mắc', 'cười', 'đoạn', 'nào', 'vô_cảm']"
đếm không hết nên nó vương nó vãi ấy mà,Other,"['đếm', 'không', 'hết', 'nó', 'vương', 'nó', 'vãi', 'ấy']"
1 hình này thấy từ sáng đến giờ trên mấy page rồi vô_cảm,Other,"['1', 'hình', 'thấy', 'từ', 'sáng', 'giờ', 'trên', 'mấy', 'page', 'vô_cảm']"
mày ăn xong thì cút luôn dùm nha mỉm_cười,Anger,"['mày', 'ăn', 'xong', 'cút', 'luôn', 'dùm nha', 'mỉm_cười']"
thôi thì giả tạo đến phút chót cho tròn chữ hãm lồn,Disgust,"['giả tạo', 'phút', 'chót', 'tròn', 'chữ', 'hãm', 'lồn']"
con bé bị quơ trúng nhìn đẹp như búp bê ấy 3,Enjoyment,"['con bé', 'quơ trúng', 'nhìn', 'đẹp', 'búp bê', 'ấy', '3']"
bạn không có lỗi sinh ra trong nghèo khó nhưng nếu chết trong nghèo khó thì đó là lỗi của bạn,Other,"['bạn', 'không', 'lỗi sinh', 'nghèo khó', 'nhưng', 'nếu', 'chết', 'nghèo khó', 'lỗi', 'bạn']"
"lỗi tổng hợp . đường bộ mà nằm sát đường sắt , còn ông tài xế thì đậu xe cẩu thả .",Disgust,"['lỗi', 'tổng hợp', 'đường bộ', 'nằm', 'sát', 'đường sắt', 'còn', 'ông', 'tài xế', 'đậu', 'xe', 'cẩu thả']"
phim kinh dị vào cái trời âm u chán,Fear,"['phim', 'kinh dị', 'vào', 'cái', 'trời', 'âm u', 'chán']"
crush đéo bị thịt nhé cười_lớn nó cũng ế vãi vì tội chảnh chóa,Anger,"['crush', 'đéo', 'thịt', 'nhé', 'cười_lớn', 'nó', 'cũng', 'ế vãi', 'tội', 'chảnh', 'chóa']"
tự nhiên coi tới khúc th bé kéo hết bạn bè tới chụp hình tao buồn cười vãi ! ông kia nghĩ ! thôi chết mẹ rồi ! kiểu này tối mới lau xong cười_chảy_nước_mắt,Enjoyment,"['tự nhiên', 'coi', 'tới', 'khúc', 'th', 'bé', 'kéo', 'hết', 'bạn bè', 'tới', 'chụp', 'hình', 'tao', 'buồn', 'cười vãi', '!', 'ông', 'nghĩ', '!', 'chết', 'mẹ', '!', 'kiểu', 'tối', 'mới', 'lau', 'xong', 'cười_chảy_nước_mắt']"
bếp dầu thời bao cấp cùng thời đôt đèn dầu,Other,"['bếp', 'dầu', 'thời', 'bao cấp', 'cùng', 'thời đôt', 'đèn', 'dầu']"
mình nghĩ đợt này bà per thua rồi . đuối lý lẫn truyền thông yếu,Sadness,"['mình', 'nghĩ', 'đợt', 'bà', 'per thua', 'đuối lý', 'lẫn', 'truyền thông', 'yếu']"
bọn trẻ trung quốc thời nay ăn gì mà cao thế nhỉ,Surprise,"['bọn', 'trẻ', 'trung quốc', 'thời', 'nay', 'ăn', 'gì', 'cao thế', 'nhỉ']"
"fa lâu năm có biết 14 2 hay 15 2 là ngày gì đâu , chỉ biết là ngày đi làm về và rất mệt",Sadness,"['fa', 'lâu', 'năm', 'biết', '14', '2', 'hay', '15', '2', 'ngày', 'gì', 'đâu', 'chỉ', 'biết', 'ngày', 'làm', 'về', 'mệt']"
kinh quá . đau lắm đây . mà nhìn nổi hết da gà ra .,Disgust,"['kinh', 'đau', 'lắm', 'đây', 'nhìn', 'nổi', 'hết', 'da', 'gà']"
t đang thắc mắc là 2 thằng kia đéo hỏi thằng per à suy_nghĩ,Other,"['t', 'thắc mắc', '2', 'thằng', 'đéo', 'hỏi', 'thằng', 'per', 'à', 'suy_nghĩ']"
nhìn đoạn ổng tránh nó cắn mà nhảy tưng tưng rất chi là điệu nghệ và mang trong đó cả sự tấu hài nữa cười_lăn_lộn_trên_sàn,Enjoyment,"['nhìn', 'đoạn', 'ổng', 'tránh', 'nó', 'cắn', 'nhảy tưng', 'tưng', 'chi', 'điệu nghệ', 'mang', 'cả', 'sự', 'tấu hài', 'cười_lăn_lộn_trên_sàn']"
"đừng để râu , móng tay cắt gọn gàng . nếu mà thơm nữa thì 8 d chuẩn mẹ rồi",Other,"['đừng', 'để', 'râu', 'móng', 'tay', 'cắt', 'gọn gàng', 'nếu', 'thơm', '8', 'd', 'chuẩn', 'mẹ']"
"hôm nào đi học về cũng phải đi qa , nhà nuôi lũ này ở đỉnh dốc , đi học về tới chân dốc thôi là nghe lũ quỷ đó đứng đầu dốc đón đường bọn tao rồi . méo đạp xe lên dốc nổi , dắt xe lên dốc mà muốn vứt mẹ cái xe đạp để chạy lấy thân cho rồi buồn",Fear,"['hôm', 'nào', 'học', 'về', 'cũng', 'phải', 'qa', 'nhà', 'nuôi', 'lũ', 'đỉnh', 'dốc', 'học', 'về', 'tới', 'chân', 'dốc', 'nghe', 'lũ', 'quỷ', 'đứng', 'đầu', 'dốc', 'đón', 'đường', 'bọn', 'tao', 'méo', 'đạp', 'xe', 'lên', 'dốc', 'nổi', 'dắt', 'xe', 'lên', 'dốc', 'muốn', 'vứt', 'mẹ', 'cái', 'xe đạp', 'để', 'chạy', 'lấy', 'thân', 'cho rồi', 'buồn']"
"công ty nào nhận bạn không quan trọng , quan trọng là ai giới thiệu bạn vào công ty cười_lăn_lộn_trên_sàn",Enjoyment,"['công ty', 'nào', 'nhận', 'bạn', 'không', 'quan trọng', 'quan trọng', 'ai', 'giới thiệu', 'bạn', 'vào', 'công ty', 'cười_lăn_lộn_trên_sàn']"
"đến cả khi nó nói thích mình , 1 phút sau nó lại nói chỉ trêu . mệt mỏi",Sadness,"['cả', 'nó', 'nói', 'thích', 'mình', '1', 'phút', 'sau', 'nó', 'nói', 'chỉ', 'trêu', 'mệt mỏi']"
ây da 1 thời,Other,"['ây', 'da', '1', 'thời']"
đỡ mua cuốn sổ 5 ngàn cười,Enjoyment,"['đỡ', 'mua', 'cuốn', 'sổ', '5', 'ngàn', 'cười']"
chỉ dân đen là khổ thôi . chả trách được họ khi cố gắng đi tìm may mắn ở nơi chùa chiền,Sadness,"['chỉ', 'dân', 'đen', 'khổ', 'chả trách', 'họ', 'cố gắng', 'tìm', 'may mắn', 'nơi', 'chùa', 'chiền']"
còn gì đau hơn,Sadness,"['còn', 'gì', 'đau', 'hơn']"
nó vẫn luôn hiện hữu xung quanh chúng ta . hãy dùng tình yêu thương đó và cho đi,Enjoyment,"['nó', 'vẫn', 'luôn', 'hiện hữu', 'xung quanh', 'chúng ta', 'hãy', 'dùng', 'tình', 'yêu thương']"
3 idiots ! phim hay nhất mọi thời đại .,Enjoyment,"['3', 'idiots', '! phim', 'hay', 'nhất', 'mọi', 'thời đại']"
đi xa nó bắt cóc chết mẹ mày cười,Disgust,"['xa', 'nó', 'bắt cóc', 'chết', 'mẹ', 'mày', 'cười']"
ôi dume bọn súc vật,Disgust,"['ôi', 'dume', 'bọn', 'súc vật']"
xuất sắc . thật sự quá đỉnh .,Enjoyment,"['xuất sắc', 'thật sự', 'đỉnh']"
đúng là yêu tới đầu bạc răng long .,Enjoyment,"['đúng', 'yêu', 'tới', 'đầu', 'bạc', 'răng', 'long']"
cho thằng khác ăn ốc bắt bố đổ vỏ à cười_lăn_lộn_trên_sàn,Anger,"['thằng', 'khác', 'ăn ốc', 'bắt', 'bố', 'đổ', 'vỏ', 'à', 'cười_lăn_lộn_trên_sàn']"
"động lực là tình yêu , gia đình là nơi để về hihi",Enjoyment,"['động lực', 'tình yêu', 'gia đình', 'nơi', 'để', 'về', 'hihi']"
đã thất tình xem pim này khóc cả đêm mất thôi mới đề mô mà đã khóc thút thít rồi chắc xem hết thì không biết pai làm sao .,Sadness,"['thất tình', 'xem', 'pim', 'khóc', 'cả', 'đêm', 'mất', 'mới', 'đề mô', 'khóc', 'thút thít', 'chắc', 'xem', 'hết', 'không', 'biết', 'pai', 'làm sao']"
"và sau mùa vải , tàn dư còn lại là những nốt mụn hài_lòng",Sadness,"['sau', 'mùa', 'vải', 'tàn dư', 'còn', 'nốt', 'mụn', 'hài_lòng']"
mỗi lần coi lại sởn gai ốc,Fear,"['mỗi', 'lần', 'coi', 'sởn gai', 'ốc']"
con người giỏi nhỉ .,Surprise,"['con người', 'giỏi', 'nhỉ']"
sến đụ dễ sợ vô_cảm,Disgust,"['sến', 'đụ', 'dễ', 'sợ', 'vô_cảm']"
tao muốn mèo nhà tao cũng tìm về được như này khóc_nức_nở,Sadness,"['tao', 'muốn', 'mèo', 'nhà', 'tao', 'cũng', 'tìm', 'về', 'khóc_nức_nở']"
"rãnh vãi , kiếm cái gì làm đi",Disgust,"['rãnh', 'vãi', 'kiếm', 'cái', 'gì', 'làm']"
per chuẩn . gọi công an cho lành . cãi cộ chẳng may sửng cồ lên không kìm được phang vào xe nó lại mệt ?,Disgust,"['per', 'chuẩn', 'gọi', 'công an', 'lành', 'cãi cộ', 'chẳng', 'may', 'sửng cồ', 'lên', 'không', 'kìm', 'phang', 'vào', 'xe', 'nó', 'mệt', '?']"
khi nào mình già rồi cũng như v nha per không,Enjoyment,"['nào', 'mình', 'già', 'cũng', 'v nha', 'per', 'không']"
vãi_lồn gần nhà,Other,"['vãi_lồn', 'gần', 'nhà']"
cứu em nó với,Sadness,"['cứu', 'em', 'nó']"
đụ mẹ ngu à cười có thiếu chỗ đéo nào cho mày viết khôg,Disgust,"['đụ', 'mẹ', 'ngu', 'à', 'cười', 'thiếu', 'chỗ', 'đéo', 'nào', 'mày', 'viết', 'khôg']"
tao thì sợ nhất lúc nó mới cắt tóc,Fear,"['tao', 'sợ', 'nhất', 'lúc', 'nó', 'mới', 'cắt', 'tóc']"
được cái công tác truyền thông tốt,Enjoyment,"['cái', 'công tác', 'truyền thông', 'tốt']"
nhìn rợn vãi,Fear,"['nhìn', 'rợn', 'vãi']"
đúng là ổng có vợ rồi có khác . không cần lấy áo làm tóc nữa mà có hẳn váy để mặc rồi cười_chảy_nước_mắt,Surprise,"['đúng', 'ổng', 'vợ', 'khác', 'không', 'cần', 'lấy', 'áo', 'làm', 'tóc', 'hẳn', 'váy', 'để', 'mặc', 'cười_chảy_nước_mắt']"
haha cười nãy giờ mấy tiếng rồi mà các bác vẫn còn căng cười,Enjoyment,"['haha', 'cười', 'nãy giờ', 'mấy', 'tiếng', 'bác', 'vẫn', 'còn', 'căng', 'cười']"
ngưỡng mộ ông bà á . ông bà đáng yêu ghê,Enjoyment,"['ngưỡng mộ', 'ông bà', 'á', 'ông bà', 'đáng', 'yêu', 'ghê']"
thằng nào kiểu như này tao cho cạch mặt ! đéo thích nữa cười_chảy_nước_mắt,Anger,"['thằng', 'nào', 'kiểu', 'tao', 'cạch', 'mặt', '! đéo', 'thích', 'cười_chảy_nước_mắt']"
cười mọi người bị sao thế ? thích chơi với mấy đứa như vầy nè cười hài hước đi chung cười sấp mặt luôn cười nhây nhây vầy mới zui chớ ? tự nhiên chửi con nhỏ thấy tội nghiệp phẫn_nộ,Enjoyment,"['cười', 'mọi', 'người', 'sao', 'thế', '? thích', 'chơi', 'mấy', 'đứa', 'như vầy', 'nè', 'cười', 'hài hước', 'chung', 'cười', 'sấp mặt', 'luôn', 'cười', 'nhây nhây', 'vầy', 'mới', 'zui', 'chớ', '?', 'tự nhiên', 'chửi', 'con nhỏ', 'thấy', 'tội nghiệp', 'phẫn_nộ']"
giờ cắt bộ móng đi cái tay vẫn cứ bị phế khó mà phục hồi được,Sadness,"['giờ', 'cắt', 'bộ', 'móng', 'cái', 'tay', 'vẫn', 'cứ', 'phế khó', 'phục hồi']"
per ông đó có đôi mắt đẹp ghê,Enjoyment,"['per', 'ông', 'đôi', 'mắt', 'đẹp', 'ghê']"
có vậy ông mới có công chuyện làm mà kiếm tiền còn la lối chửi mắng có tội nghe con .,Disgust,"['ông', 'mới', 'công chuyện', 'làm', 'kiếm', 'tiền', 'còn', 'la lối', 'chửi mắng', 'tội', 'nghe', 'con']"
phim gì z . thánh nữ nào cho biết cái chủ đề dới !,Other,"['phim', 'gì', 'z', 'thánh nữ', 'nào', 'biết', 'cái', 'chủ đề', 'dới', '!']"
địt mẹ đời tao,Sadness,"['địt', 'mẹ', 'đời', 'tao']"
áp dụng ở việt nam cơ mà chỉ có ăn cái đầu mày .,Disgust,"['áp dụng', 'việt nam', 'cơ mà', 'chỉ', 'ăn', 'cái', 'đầu', 'mày']"
nó cứ sai sai thế nào ấy,Other,"['nó', 'cứ', 'sai', 'sai', 'thế nào', 'ấy']"
còn chặt cả cây ổi của hàng xóm để lấy cái chạc làm súng đấy cứ,Enjoyment,"['còn', 'chặt', 'cả', 'cây', 'ổi', 'hàng xóm', 'để', 'lấy', 'cái', 'chạc', 'làm', 'súng', 'đấy', 'cứ']"
chắc là uncrush thôi . bố mẹ thì còng lưng ra làm cho con đi học .,Sadness,"['chắc', 'uncrush', 'bố mẹ', 'còng', 'lưng', 'làm', 'con', 'học']"
chúng mày cứ cười . địt_mẹ mai gần đấy có biến lại thấy anh ấy trong bộ cảnh phục thì lại tung hô quả nằm vùng quá đẳng cấp cười_chảy_nước_mắt,Enjoyment,"['chúng mày', 'cứ', 'cười', 'địt_mẹ', 'mai', 'gần', 'đấy', 'biến', 'thấy', 'anh', 'ấy', 'bộ', 'cảnh phục', 'tung', 'hô quả', 'nằm', 'vùng', 'đẳng cấp', 'cười_chảy_nước_mắt']"
gửi nhầm video mình hát chế cho nó nghe,Other,"['gửi', 'nhầm', 'video', 'mình', 'hát chế', 'nó', 'nghe']"
tự nhiên mình xem và mỉm cười theo .,Enjoyment,"['tự nhiên', 'mình', 'xem', 'mỉm', 'cười', 'theo']"
bạn ăn cơm chưa ?,Other,"['bạn', 'ăn', 'cơm', 'chưa', '?']"
lúc thì cuốc đất è cổ ra không có giun mà câu cá chán,Sadness,"['lúc', 'cuốc', 'đất', 'è', 'cổ', 'không', 'giun', 'câu', 'cá', 'chán']"
các bác dẫn crush qua cây sữa nay mà hứng nước đái ve nha haha,Enjoyment,"['bác', 'dẫn', 'crush', 'qua', 'cây', 'sữa', 'nay', 'hứng', 'nước', 'đái ve nha', 'haha']"
vợ chồng rồi mà trong sáng như này chỉ có trong phim nhỉ cười_chảy_nước_mắt,Surprise,"['vợ chồng', 'trong sáng', 'chỉ', 'phim', 'nhỉ', 'cười_chảy_nước_mắt']"
bep này vào binh dương dùng xuất,Other,"['bep', 'vào', 'binh dương', 'dùng', 'xuất']"
đôi mắt đằm thắm vãi,Surprise,"['đôi', 'mắt', 'đằm thắm', 'vãi']"
